city,federal_district,fias_id,kladr_id,lat,lon,okato,oktmo,population,region_iso_code,region_name
Мариинск,Сибирский,34a2e393-69d3-4258-8daf-a6290a14b06e,4200700100000,56.2127383,87.7454924,32422000000,32616101001,37.9,RU-KEM,Кемеровская область - Кузбасс
Междуреченск,Сибирский,c6a7e590-04b4-4a01-85fc-b61b63711bba,4200001600000,53.6865289,88.0702754,32425000000,32725000001,96.3,RU-KEM,Кемеровская область - Кузбасс
Мыски,Сибирский,070a8e7b-038f-48c8-9eed-16a6c03ab899,4200000600000,53.7125695,87.8055646,32428000000,32728000001,40.8,RU-KEM,Кемеровская область - Кузбасс
Новокузнецк,Сибирский,b28b6f6f-1435-444e-95a6-68c499b0d27a,4200001200000,53.794315,87.2142745,32431000000,32731000001,549.4,RU-KEM,Кемеровская область - Кузбасс
Осинники,Сибирский,1efff7c4-448a-48c5-b476-c803b4d36842,4200000700000,53.5988055,87.3371272,32434000000,32734000001,41.7,RU-KEM,Кемеровская область - Кузбасс
Полысаево,Сибирский,34ac1b24-f541-4279-abfb-466f80ed1f7b,4200001100000,54.6055,86.2809208,32435000000,32732000001,25.9,RU-KEM,Кемеровская область - Кузбасс
Прокопьевск,Сибирский,2d8b9d01-1c4f-4987-8a0b-1eb5080c1f38,4200001300000,53.8604265,86.7183577,32437000000,32737000001,190.3,RU-KEM,Кемеровская область - Кузбасс
Салаир,Сибирский,e7459805-4536-4037-9113-4b9b53893807,4200300200000,54.2351735,85.8030733,32413504000,32502000006,7.3,RU-KEM,Кемеровская область - Кузбасс
Тайга,Сибирский,4da6f430-f531-42f5-9176-1f6cf7ba6367,4200000800000,56.0622131,85.6207182,32440000000,32740000001,23.1,RU-KEM,Кемеровская область - Кузбасс
Таштагол,Сибирский,6be8ac27-9aa0-4784-ba97-a15f066995d9,4201200100000,52.759313,87.8476546,32443000000,32627101001,22.9,RU-KEM,Кемеровская область - Кузбасс
Топки,Сибирский,5a6d8be0-aa32-4344-9a4d-89fdb4c94ae8,4201400100000,55.2764707,85.6152619,32446000000,32531000001,27.8,RU-KEM,Кемеровская область - Кузбасс
Юрга,Сибирский,988289f5-d6d0-40d5-a483-55983e11c033,4200001400000,55.7202694,84.8886399,32449000000,32749000001,80.8,RU-KEM,Кемеровская область - Кузбасс
Белая Холуница,Приволжский,49e2b1b5-771f-4dfd-9428-e74cd055d113,4300400100000,58.8415239,50.8460699,33205501000,33605101001,10.1,RU-KIR,Кировская область
Вятские Поляны,Приволжский,7ad714c1-1136-4c39-84c1-17e15dbc5aab,4300800100000,56.2284817,51.0614855,33404000000,33704000001,31.9,RU-KIR,Кировская область
Зуевка,Приволжский,fe3dfa87-0363-4fbf-9a2c-dcfb237f6943,4301000100000,58.4032152,51.1331606,33214501000,33614101001,10.2,RU-KIR,Кировская область
Киров,Приволжский,452a2ddf-88a1-4e35-8d8d-8635493768d4,4300000100000,58.6035264,49.6679304,33401000000,33701000001,518.3,RU-KIR,Кировская область
Кирово-Чепецк,Приволжский,3cdc251a-a649-4063-8c51-00ea2f676a95,4300000400000,58.5559424,50.0316848,33407000000,33707000001,69.8,RU-KIR,Кировская область
Кирс,Приволжский,31ed73ca-6927-4243-9618-36de284ab038,4300600100000,59.340056,52.2414437,33207501000,33607101001,9.2,RU-KIR,Кировская область
Котельнич,Приволжский,49846fff-046e-4cee-944b-137cb833d67f,4301400100000,58.3034832,48.3475597,33410000000,33710000001,22.9,RU-KIR,Кировская область
Луза,Приволжский,9e22dc47-e0df-407b-8448-39ca682e3fd6,4301700100000,60.6290609,47.2612445,33222501000,33622101001,9.9,RU-KIR,Кировская область
Малмыж,Приволжский,2193594d-ddaf-42b6-9dfe-95cda00ba520,4301800100000,56.5243844,50.6782739,33223501000,33623101001,7.2,RU-KIR,Кировская область
Мураши,Приволжский,20b2bc28-9404-4c1d-9e50-783338c1ea3c,4301900100000,59.3955383,48.9638417,33224501000,33624101001,5.9,RU-KIR,Кировская область
Нолинск,Приволжский,03e15a08-649a-44f9-93fb-0be35ce2fb5f,4302200100000,57.5597284,49.93575,33227501000,33627101001,9.6,RU-KIR,Кировская область
Омутнинск,Приволжский,9039bbb5-93a8-4172-b97c-af2b9abbb614,4302300100000,58.6698913,52.1894564,33228501000,33628101001,21.6,RU-KIR,Кировская область
Орлов,Приволжский,0302ec51-eea9-4343-9248-ce4878ca465e,4302600100000,58.5389776,48.8927723,33245501000,33645101001,6.4,RU-KIR,Кировская область
Слободской,Приволжский,8effba3d-4f82-45f6-938a-f1eac4405623,4303100100000,58.7311574,50.1669249,33413000000,33713000001,31.9,RU-KIR,Кировская область
Советск,Приволжский,2fa0734f-2b29-49d5-862f-29f15d88a402,4303200100000,57.584196,48.9590272,33236501000,33636101001,15.2,RU-KIR,Кировская область
Сосновка,Приволжский,9e9afbb6-8de5-4765-a69f-2c4dfa498006,4300800200000,56.2532741,51.2833642,33210504000,33610104001,10.7,RU-KIR,Кировская область
Уржум,Приволжский,759037c3-6408-4466-afe4-b10adc4edff4,4303600100000,57.1097477,50.0058097,33241501000,33641101001,9.8,RU-KIR,Кировская область
Яранск,Приволжский,af4098b9-6200-450a-999f-6e732cbdbac3,4304000100000,57.3040326,47.8478737,33250501000,33650101001,15.5,RU-KIR,Кировская область
Буй,Центральный,9180ffd0-7f8d-4fdb-a284-583f27e378eb,4400300100000,58.4733277,41.5306822,34405000000,34705000001,23.2,RU-KOS,Костромская область
Волгореченск,Центральный,40eb94b1-c51e-455c-92af-7dafaaa92caa,4400000200000,57.4424559,41.1594201,34406000000,34706000001,16.3,RU-KOS,Костромская область
Галич,Центральный,f2bc7c4a-cf05-48da-aed1-9abd3c57925b,4400500100000,58.3828191,42.3654013,34408000000,34708000001,16.8,RU-KOS,Костромская область
Кологрив,Центральный,2382db41-3085-4e55-a612-d597535ae960,4400700100000,58.8269323,44.3184927,34212501000,34612101001,2.9,RU-KOS,Костромская область
Кострома,Центральный,14c73394-b886-40a9-9e5c-547cfd4d6aad,4400000300000,57.768,40.927,34401000000,34701000001,276.9,RU-KOS,Костромская область
Макарьев,Центральный,dda6ff96-ff7e-4ea0-a9eb-6bfefe3b1ec8,4400900100000,57.8807152,43.8014197,34218501000,34618101001,6.4,RU-KOS,Костромская область
Мантурово,Центральный,b045e8f1-b705-4211-862a-101df62b4feb,4401000100000,58.3265441,44.757494,34414000000,34714000001,15.0,RU-KOS,Костромская область
Нерехта,Центральный,d8fcde72-38b9-4032-9670-fa496983e62f,4401300100000,57.4543369,40.5723598,34420000000,34626101001,20.9,RU-KOS,Костромская область
Нея,Центральный,39d5f8b9-551c-42ee-8fbc-d44ceb427b47,4401200100000,58.2943349,43.8780948,34422000000,34624101,8.6,RU-KOS,Костромская область
Солигалич,Центральный,35df6629-3c19-4285-8a6c-559750ec36ae,4402000100000,59.0784867,42.2878423,34240501000,34640101001,5.9,RU-KOS,Костромская область
Чухлома,Центральный,fbadac52-08d8-46f2-b2c6-d272b79f36c1,4402300100000,58.753421,42.6884958,34246501000,34646101001,4.9,RU-KOS,Костромская область
Шарья,Центральный,c78b9b9e-ace7-46d0-9f6f-c259d7f65e4f,4402400100000,58.3760542,45.4062414,34430000000,34730000001,23.5,RU-KOS,Костромская область
Абинск,Южный,ecd4abbc-79eb-4dd9-b02d-b10760fbc4ff,2300200100000,44.8679655,38.1618157,3201501000,3601101001,39.1,RU-KDA,Краснодарский край
Анапа,Южный,eeb7a0a7-3bbf-4f00-8a03-a7eabc257bed,2300300100000,44.8950433,37.3163282,3403000000,3703000001,88.9,RU-KDA,Краснодарский край
Апшеронск,Южный,7b9a7eb9-0d6d-4135-ad1c-3c059db9f386,2300400100000,44.4584006,39.7299824,3205501000,3605101001,39.5,RU-KDA,Краснодарский край
Армавир,Южный,fc9c55d0-c66e-455e-8034-b0944b025c38,2300000200000,45.0012149,41.1324168,3405000000,3705000001,189.0,RU-KDA,Краснодарский край
Белореченск,Южный,ce9dccce-d0a3-49c4-a934-3f8de7fbed2a,2300600100000,44.7651876,39.8781494,3406000000,3608101001,51.6,RU-KDA,Краснодарский край
Геленджик,Южный,e157b9c0-f908-48bc-a1d7-39c482a501a5,2300000300000,44.5630007,38.0790852,3408000000,3708000001,76.8,RU-KDA,Краснодарский край
Горячий Ключ,Южный,298ebb96-d9c3-4809-b466-386c778234a5,2300000400000,44.6344864,39.1354738,3409000000,3709000001,40.3,RU-KDA,Краснодарский край
Гулькевичи,Южный,3039644e-5690-43b6-abbc-2d190f6dcecf,2300900100000,45.3605121,40.6918389,3213501000,3613101001,34.3,RU-KDA,Краснодарский край
Ейск,Южный,d22840fe-89f7-4f1a-8591-c51b87a7aec2,2301100100000,46.71157,38.2763895,3411000000,3616101001,83.1,RU-KDA,Краснодарский край
Кореновск,Южный,76e1af12-0fae-42b0-8771-02191d803ad0,2301500100000,45.4641703,39.458949,3221501000,3621101001,42.4,RU-KDA,Краснодарский край
Краснодар,Южный,7dfa745e-aa19-4688-b121-b655c11e482f,2300000100000,45.0401604,38.9759647,3401000000,3701000001,932.6,RU-KDA,Краснодарский край
Кропоткин,Южный,a4f6512e-2ee9-4250-b241-b58504a886b4,2301200100000,45.4333007,40.5727951,3414000000,3618101001,77.7,RU-KDA,Краснодарский край
Крымск,Южный,ae6c6804-3c18-4337-bb6e-7479a8cb64f6,2301800100000,44.9344404,37.9855795,3415000000,3625101001,57.9,RU-KDA,Краснодарский край
Курганинск,Южный,2c58f372-aac8-4645-b41a-f39bdffef373,2301900100000,44.8877025,40.5913245,3227501000,3627101001,48.2,RU-KDA,Краснодарский край
Лабинск,Южный,0ec1acd4-d7bb-49f7-87c2-d66edb24f587,2302100100000,44.6354363,40.7245341,3417000000,3630101001,59.3,RU-KDA,Краснодарский край
Новокубанск,Южный,38dd5f45-0a56-4554-93d8-3edfcdf000dd,2302400100000,45.1038699,41.0475175,3234501000,3634101001,35.2,RU-KDA,Краснодарский край
Новороссийск,Южный,16ac039a-5257-4715-a8c5-d6bd9e617b53,2300000600000,44.7235026,37.7686135,3420000000,3720000001,275.0,RU-KDA,Краснодарский край
Приморско-Ахтарск,Южный,d9efcf77-c371-434d-a41e-f20e3b4c83c0,2302800100000,46.0515432,38.1704875,3241501000,3641101001,32.3,RU-KDA,Краснодарский край
Славянск-на-Кубани,Южный,06e2b3b8-c02c-4722-887f-168236ae5382,2303000100000,45.2603626,38.1259774,3423000000,3645101001,67.9,RU-KDA,Краснодарский край
Сочи,Южный,79da737a-603b-4c19-9b54-9114c96fb912,2300000700000,43.5854551,39.7231548,3426000000,3726000001,443.6,RU-KDA,Краснодарский край
Темрюк,Южный,3d6724a2-9641-44e6-bc69-097d93c01cb9,2303300100000,45.2610949,37.4454412,3251501000,3651101001,41.4,RU-KDA,Краснодарский край
Тимашевск,Южный,f09d518d-5617-476f-8c76-877899375202,2303400100000,45.615923,38.9351837,3253501000,3653101001,50.8,RU-KDA,Краснодарский край
Тихорецк,Южный,1d3511c8-b1dc-49c5-b5fb-3533ed4ce3c4,2303500100000,45.8546345,40.1260267,3429000000,3654101001,57.1,RU-KDA,Краснодарский край
Туапсе,Южный,d0e68eaf-5ea0-4e65-81b6-b6f55c4df6f5,2303600100000,44.1105335,39.0824904,3432000000,3655101001,61.2,RU-KDA,Краснодарский край
Усть-Лабинск,Южный,f5743b34-7858-46b4-99ca-050a4efa356d,2303800100000,45.2227359,39.6929577,3257501000,3657101001,39.5,RU-KDA,Краснодарский край
Хадыженск,Южный,e27ea530-bc56-43b3-8ff7-24db68ae2760,2300400200000,44.4122963,39.5320258,3205509000,3605109001,22.2,RU-KDA,Краснодарский край
Артемовск,Сибирский,d0d7a2fa-5bdc-4944-8047-75e80e4e883c,2402400200000,54.3473075,93.4358377,4230502000,4630102,1.6,RU-KYA,Красноярский край
Ачинск,Сибирский,c3689d32-dea5-49c8-b69b-b8d2daa1d36b,2400001200000,56.253907,90.4794397,4403000000,4703000001,105.5,RU-KYA,Красноярский край
Боготол,Сибирский,cb56cf76-4a34-428d-8244-a802414d5fac,2400001300000,56.2098468,89.5299336,4406000000,4706000001,19.6,RU-KYA,Красноярский край
Бородино,Сибирский,78d7587f-ef26-48dc-81c6-d3ff445c9c8b,2400000200000,55.9054121,94.9020967,4407000000,4707000001,16.1,RU-KYA,Красноярский край
Дивногорск,Сибирский,76cc6918-6b7c-42b4-80da-4635d97d0da1,2400000300000,55.9576784,92.3800687,4409000000,4709000001,29.2,RU-KYA,Красноярский край
Дудинка,Сибирский,80b72eaa-bcf7-4759-b291-09ee5e8b3377,2404800100000,69.4031364,86.1907218,4253501000,4653101001,20.8,RU-KYA,Красноярский край
Енисейск,Сибирский,6eb21d40-5098-49bc-8b08-ac1a2805d22b,2400001400000,58.4485261,92.1651083,4412000000,4712000001,17.8,RU-KYA,Красноярский край
Железногорск,Сибирский,e532b3c3-d300-4585-ada6-40e7900c2abf,2400000400000,56.2529035,93.532273,4535000000,4735000001,82.6,RU-KYA,Красноярский край
Заозерный,Сибирский,1f8ea2c9-d6f7-4c30-b76d-2aa81640732e,2403301500000,55.9617752,94.7091491,4247501000,4647101001,10.2,RU-KYA,Красноярский край
Зеленогорск,Сибирский,38f208d6-6f29-4d30-b826-b42e8beecc67,2400000500000,56.1131564,94.5888103,4537000000,4737000001,61.6,RU-KYA,Красноярский край
Игарка,Сибирский,59a84d36-af93-4e61-aac4-999431645666,2403801700000,67.4666901,86.5812794,4254501000,4654117001,4.3,RU-KYA,Красноярский край
Иланский,Сибирский,8fa29485-6bce-450c-8c5c-26b8ab682bde,2401600100000,56.2374037,96.067267,4218501000,4618101001,14.9,RU-KYA,Красноярский край
Канск,Сибирский,75917770-c4cb-44d8-afcc-8a6d395c3bc2,2400001600000,56.2051282,95.7051096,4420000000,4720000001,88.9,RU-KYA,Красноярский край
Кодинск,Сибирский,a97aba0e-9624-4e6c-8296-4e5fa103ddf0,2402100100000,58.6032644,99.1797962,4224501000,4624101001,15.7,RU-KYA,Красноярский край
Красноярск,Сибирский,9b968c73-f4d4-4012-8da8-3dacd4d4c1bd,2400000100000,56.0093879,92.8524806,4401000000,4701000001,1093.8,RU-KYA,Красноярский край
Лесосибирск,Сибирский,2ddd48d6-e95b-4972-a34e-8586ed507763,2400000800000,58.221681,92.5037872,4422000000,4722000001,59.3,RU-KYA,Красноярский край
Минусинск,Сибирский,5cfaf0c0-8f59-4321-9a5b-4b1c51b3779f,2400001700000,53.7104586,91.6872907,4423000000,4723000001,67.9,RU-KYA,Красноярский край
Назарово,Сибирский,ab0a1754-5ba1-48bb-8960-475c7fbc9feb,2400001800000,56.0113799,90.4168775,4426000000,4726000001,49.7,RU-KYA,Красноярский край
Норильск,Сибирский,d301a980-4a45-4066-9a20-4e783856a562,2400000900000,69.3489978,88.2009846,4429000000,4729000001,181.8,RU-KYA,Красноярский край
Сосновоборск,Сибирский,a139c8ba-831e-4ee5-87a9-1eead6984288,2400001000000,56.1202647,93.3354121,4433000000,4733000001,41.1,RU-KYA,Красноярский край
Ужур,Сибирский,2730ee56-f5f7-472d-9e58-04c0b692bb8d,2404000100000,55.3141969,89.8333918,4256501000,4656101001,15.3,RU-KYA,Красноярский край
Уяр,Сибирский,aab80404-c16d-43b2-92d4-eb06639f37c2,2404100100000,55.8131263,94.3282601,4257501000,4657101001,11.9,RU-KYA,Красноярский край
Шарыпово,Сибирский,e21e9175-86f9-4e24-b129-abdee0f956dc,2400001900000,55.5389739,89.1801044,4440000000,4740000001,36.7,RU-KYA,Красноярский край
Далматово,Уральский,7a5390a0-3cde-4616-92f4-8f59b9a4ad5c,4500500100000,56.262114,62.9387011,37208501000,37608101001,12.2,RU-KGN,Курганская область
Катайск,Уральский,a0d524d7-5863-4a73-be5b-c165ad2f5e74,4500800100000,56.290809,62.5800359,37212501000,37612101001,12.4,RU-KGN,Курганская область
Курган,Уральский,3bbda77d-ba3f-4457-9d44-c440815cda89,4500000100000,55.4443883,65.3161963,37401000000,37701000001,312.4,RU-KGN,Курганская область
Куртамыш,Уральский,167681ea-0c54-48e2-8c4b-c03f71c9c248,4501000100000,54.9368539,64.4203722,37216501000,37616101001,16.5,RU-KGN,Курганская область
Макушино,Уральский,fe024a51-2da6-4ce6-b727-493a829741ad,4501200100000,55.2153947,67.2451705,37220501000,37520000001,7.7,RU-KGN,Курганская область
Петухово,Уральский,a476869f-895d-4764-8c88-c406a092f124,4501500100000,55.0650077,67.8873408,37226501000,37626101001,10.0,RU-KGN,Курганская область
Шадринск,Уральский,7870abeb-8b0f-4899-920b-3ab8ff6024c0,4500000200000,56.0870344,63.6297182,37405000000,37705000001,74.7,RU-KGN,Курганская область
Шумиха,Уральский,79685d02-4ac3-42a0-905d-f123918ca296,4502300100000,55.2280246,63.2901272,37242501000,37542000001,17.2,RU-KGN,Курганская область
Щучье,Уральский,a7b4ee16-32cf-4f35-b1c7-f7ab4e458823,4502400100000,55.2087637,62.7478548,37244501000,37644101001,9.5,RU-KGN,Курганская область
Дмитриев-Льговский,Центральный,d3ce7d17-c746-4ea3-a564-34903b79a3fd,4600600100000,52.1268464,35.0739038,38208501000,38608101001,6.3,RU-KRS,Курская область
Железногорск,Центральный,b73b7c50-112e-4b04-82df-1e0cea13de4b,4600000300000,52.3380202,35.3516867,38405000000,38705000001,100.4,RU-KRS,Курская область
Курск,Центральный,d790c72e-479b-4da2-90d7-842b1712a71c,4600000100000,51.7303637,36.1925603,38401000000,38701000001,453.0,RU-KRS,Курская область
Курчатов,Центральный,a6d4bd96-8c96-4c15-86df-73087f55534d,4600000200000,51.6604083,35.6572224,38408000000,38708000001,38.1,RU-KRS,Курская область
Льгов,Центральный,6fe805e1-1dde-42cd-821e-173ffe50885d,4600000400000,51.6597148,35.2612491,38410000000,38710000001,18.1,RU-KRS,Курская область
Обоянь,Центральный,60d797fd-62b0-4705-9f5b-aa0a67c5c749,4601600100000,51.2119324,36.2755133,38226501000,38626101001,13.2,RU-KRS,Курская область
Рыльск,Центральный,fa2b3c62-6e92-4155-a981-d19ea4999342,4602000100000,51.5681314,34.6802597,38234501000,38634101001,16.0,RU-KRS,Курская область
Суджа,Центральный,abd43820-a1d4-4e16-adb4-8532959b6e98,4602300100000,51.1918927,35.2720915,38240501000,38640101001,5.6,RU-KRS,Курская область
Фатеж,Центральный,f5c96821-4438-461c-b5da-2c812cd0bc0a,4602500100000,52.0917728,35.8538706,38244501000,38644101,6.1,RU-KRS,Курская область
Щигры,Центральный,9382c84c-3d08-4136-a674-9402da0b9e40,4600000500000,51.8786014,36.8910945,38415000000,38715000001,15.0,RU-KRS,Курская область
Бокситогорск,Северо-Западный,1a12dc30-ca4c-480f-89dd-31452648b493,4700200100000,59.4734797,33.845688,41203501000,41603101001,15.1,RU-LEN,Ленинградская область
Волосово,Северо-Западный,eb8a9d09-6728-43fe-b3d1-21a2c804b40c,4700300100000,59.4445408,29.4923355,41206501000,41606101001,11.8,RU-LEN,Ленинградская область
Волхов,Северо-Западный,d77089df-c8ed-464d-a26b-69ce42383a0f,4700400100000,59.9005958,32.3520756,41209501000,41609101001,44.3,RU-LEN,Ленинградская область
Всеволожск,Северо-Западный,c70a5280-c482-4f6e-801a-cdd6851eab50,4700500100000,60.0191278,30.6456718,41212501000,41612101001,74.7,RU-LEN,Ленинградская область
Выборг,Северо-Западный,a4a3e3af-ce5a-4eba-9aae-36c350fa7fec,4700600100000,60.7130801,28.7328336,41215501000,41615101001,75.4,RU-LEN,Ленинградская область
Высоцк,Северо-Западный,f0a4b813-7189-4bd4-8a3a-aaa7fbed4711,4700600200000,60.6296236,28.5709314,41215504000,41615104001,1.1,RU-LEN,Ленинградская область
Гатчина,Северо-Западный,d193a2f8-4ea1-406a-ba9a-698ae19caeb7,4700700100000,59.565237,30.1282473,41218501000,41618101001,91.7,RU-LEN,Ленинградская область
Ивангород,Северо-Западный,752d9929-945c-4464-ae38-20a626108da9,4700801100000,59.3766119,28.2231659,41221505000,41621102001,9.5,RU-LEN,Ленинградская область
Каменногорск,Северо-Западный,58399f33-3e18-4921-950a-ac0fa5f9e97c,4700600300000,60.950855,29.1308372,41215506000,41615106,6.3,RU-LEN,Ленинградская область
Кингисепп,Северо-Западный,ef14bc6b-dd76-4264-bb40-c0fd8a60985b,4700800100000,59.3740435,28.6112444,41221501000,41621101001,45.2,RU-LEN,Ленинградская область
Кириши,Северо-Западный,52da70f1-08b0-4b4c-9d22-d67a62bc2aa5,4700900100000,59.4742862,32.0624947,41224501000,41624101001,50.5,RU-LEN,Ленинградская область
Кировск,Северо-Западный,a1535e5e-c151-431a-a4c4-954d4545e37a,4701000100000,59.8754216,30.981364,41225501000,41625101001,26.9,RU-LEN,Ленинградская область
Коммунар,Северо-Западный,459dca99-04ff-44fb-af9f-7e2100ec28ac,4700700200000,59.6215133,30.3934125,41218505000,41618105001,22.2,RU-LEN,Ленинградская область
Кудрово,Северо-Западный,98cd19c4-e172-4fa3-a81d-7caedeec669b,4700511600000,59.9075226,30.5121008,41212503000,41612155005,41.1,RU-LEN,Ленинградская область
Лодейное Поле,Северо-Западный,5f52edf9-92aa-4e69-9314-e629c45ec1d5,4701100100000,60.7320936,33.5521022,41227501000,41627101001,19.0,RU-LEN,Ленинградская область
Луга,Северо-Западный,d9135f5d-627e-441d-b208-9087ee0367dd,4701300100000,58.7374031,29.8465776,41233501000,41633101001,34.6,RU-LEN,Ленинградская область
Любань,Северо-Западный,cda96dc0-75b2-411b-b995-16cc63fcfa05,4701800400000,59.3493847,31.2484801,41248505000,41648105001,4.4,RU-LEN,Ленинградская область
Мурино,Северо-Западный,d73506c5-015c-4c39-929a-696ea8144e16,4700511700000,60.044862,30.4571456,41212504000,41612103001,64.9,RU-LEN,Ленинградская область
Никольское,Северо-Западный,43cb88de-fa89-4027-b3ef-84deb2d32ce5,4701800300000,59.7043309,30.7874571,41248508000,41648108001,22.4,RU-LEN,Ленинградская область
Новая Ладога,Северо-Западный,2145f2cb-3ec2-4c1d-bd52-f84b2858c6a9,4700400200000,60.1100135,32.3141203,41209504000,41609104001,8.0,RU-LEN,Ленинградская область
Отрадное,Северо-Западный,c4602384-ff62-4e0f-bf4b-06a5c653702b,4701000200000,59.7726848,30.7988557,41225504000,41625104001,25.8,RU-LEN,Ленинградская область
Пикалево,Северо-Западный,0a243487-acce-4775-979a-5a08e8c62da6,4700200200000,59.5132022,34.1772776,41203505000,41603102001,19.7,RU-LEN,Ленинградская область
Подпорожье,Северо-Западный,6d13b512-6d25-413a-ab29-3d9ade960f3a,4701400100000,60.9127549,34.1567664,41236501000,41636101001,16.7,RU-LEN,Ленинградская область
Приморск,Северо-Западный,878aa7cc-76f0-42c8-90f5-3489f43c169c,4700600400000,60.3660209,28.6135772,41215508000,41615108001,5.6,RU-LEN,Ленинградская область
Приозерск,Северо-Западный,59a9c284-72fb-49e6-8380-10ca044d0bd7,4701500100000,61.0330896,30.1587851,41239501000,41639101001,17.8,RU-LEN,Ленинградская область
Светогорск,Северо-Западный,d4789972-b71d-4e70-9af8-f4acfcf80c71,4700600500000,61.1111282,28.8725865,41215514000,41615114001,15.2,RU-LEN,Ленинградская область
Сертолово,Северо-Западный,79b806cd-e36c-48fc-b82c-8cbb5cfd9450,4700500200000,60.1446932,30.2095918,41212505000,41612102001,56.6,RU-LEN,Ленинградская область
Сланцы,Северо-Западный,a7a1a8e5-45b2-4542-b718-0976702ccd90,4701600100000,59.1178185,28.0881475,41242501000,41642101001,32.2,RU-LEN,Ленинградская область
Сосновый Бор,Северо-Западный,f4a4b31f-9f0a-4fdb-804c-d67661085eb4,4700000400000,59.8772884,29.1291619,41454000000,41754000001,67.7,RU-LEN,Ленинградская область
Сясьстрой,Северо-Западный,f59186fa-b4db-4b2d-88b9-e3fde4a90690,4700400300000,60.1401739,32.5601559,41209508000,41609108001,12.4,RU-LEN,Ленинградская область
Тихвин,Северо-Западный,86ec26f6-d980-4c40-b4ce-77e1638ec8ad,4701700100000,59.6272904,33.5072731,41245501000,41645101001,58.1,RU-LEN,Ленинградская область
Тосно,Северо-Западный,165119d1-6555-4473-8b90-46ec517b4076,4701800100000,59.5407098,30.877812,41248501000,41648101001,36.3,RU-LEN,Ленинградская область
Шлиссельбург,Северо-Западный,5a543514-a133-431c-919e-8a61c2261783,4701000300000,59.9443714,31.0333365,41225503000,41625102001,14.9,RU-LEN,Ленинградская область
Грязи,Центральный,f073b28a-b8f8-4eee-adfd-cfbf769c6771,4800300100000,52.4874097,39.9331142,42206501000,42606101001,46.7,RU-LIP,Липецкая область
Данков,Центральный,ad0cefe8-456d-4cac-bee3-c3e910187f4a,4800400100000,53.2577411,39.1456184,42209501000,42609101001,18.7,RU-LIP,Липецкая область
Елец,Центральный,8261b161-ceac-4fa2-9fe8-593cb2a28210,4800000200000,52.6152411,38.5289342,42415000000,42715000001,102.3,RU-LIP,Липецкая область
Задонск,Центральный,4c035f08-697c-4ad0-9c8e-7b7a8a385974,4800900100000,52.4004179,38.9205032,42224501000,42624101001,9.5,RU-LIP,Липецкая область
Лебедянь,Центральный,d8a96228-5392-4c32-98cb-6a7ac20db942,4801200100000,53.0156117,39.143536,42233501000,42633101001,19.2,RU-LIP,Липецкая область
Липецк,Центральный,eacb5f15-1a2e-432e-904a-ca56bd635f1b,4800000100000,52.610249,39.5947883,42401000000,42701000001,508.6,RU-LIP,Липецкая область
Усмань,Центральный,1b3ce1ae-6edd-464b-ab82-79237510cd5c,4801600100000,52.0442648,39.726401,42248501000,42648101001,19.6,RU-LIP,Липецкая область
Чаплыгин,Центральный,4aed94c2-977d-41cc-bc72-312026ec4117,4801800100000,53.24048,39.9670973,42256501000,42656101001,11.8,RU-LIP,Липецкая область
Магадан,Дальневосточный,cb8ae35a-93df-4133-b377-50f3698c8b5e,4900000100000,59.5681332,150.8084956,44401000000,44701000001,92.1,RU-MAG,Магаданская область
Сусуман,Дальневосточный,b617d714-cbce-4abe-bf0d-668be5e3d670,4900600100000,62.7805882,148.1540281,44213501000,44713000001,4.4,RU-MAG,Магаданская область
Москва,Центральный,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,7700000000000,55.7540471,37.620405,45000000000,45000000,12655.1,RU-MOW,Москва
Апрелевка,Центральный,17b4ba8a-4300-44e4-bbf7-5f0a8118ddf5,5004800300000,55.5276918,37.065143,46450506000,46750000006,30.7,RU-MOS,Московская область
Балашиха,Центральный,27c5bc66-61bf-4a17-b0cd-ca0eb64192d6,5000003600000,55.796389,37.938283,46404000000,46704000001,507.4,RU-MOS,Московская область
Белоозерский,Центральный,76a108ed-a04d-41d0-a556-39865e793886,5004400200000,55.4595766,38.4389742,46410506000,46710000006,17.898,RU-MOS,Московская область
Бронницы,Центральный,582fae29-5955-4dba-9f77-ebf9a8e60827,5000000200000,55.4255379,38.264145,46405000000,46705000001,22.5,RU-MOS,Московская область
Верея,Центральный,abda86de-97b7-4098-9d09-e1835c6e8797,5004800200000,55.343369,36.185694,46450511000,46750000011,5.1,RU-MOS,Московская область
Видное,Центральный,9a72b510-9413-41d8-b076-576fbfd78404,5000002500000,55.551725,37.7061984,46407000000,46707000001,77.0,RU-MOS,Московская область
Волоколамск,Центральный,ca8fb626-709c-4851-a8d6-cbfd592c3bf8,5000006600000,56.0356499,35.9585112,46408000000,46708000001,18.4,RU-MOS,Московская область
Воскресенск,Центральный,555e9f1b-627a-4444-b19e-27fb9d67a093,5004400000000,55.3071519,38.7027953,46410000000,46710000001,92.9,RU-MOS,Московская область
Высоковск,Центральный,a8ad4e79-a4c9-4f2e-ade5-a7fa3ab0da03,5004700200000,56.3359513,36.5251837,46437506000,46737000006,10.4,RU-MOS,Московская область
Голицыно,Центральный,963efb34-c804-43b4-9298-8e145d188ed0,5004200200000,55.6190582,36.9856793,46455506000,46755000006,17.5,RU-MOS,Московская область
