city,federal_district,fias_id,kladr_id,lat,lon,okato,oktmo,population,region_iso_code,region_name
Алейск,Сибирский,ae716080-f27b-40b6-a555-cf8b518e849e,2200000200000,52.4922513,82.7793606,1403000000,1703000001,29.0,RU-ALT,Алтайский край
Барнаул,Сибирский,d13945a8-7017-46ab-b1e6-ede1e89317ad,2200000100000,53.3479968,83.7798064,1401000000,1701000001,632.4,RU-ALT,Алтайский край
Белокуриха,Сибирский,e4edca96-9b86-4cac-8c7f-cc93d9ba4cd1,2200000300000,51.996152,84.9839604,1404000000,1704000001,15.2,RU-ALT,Алтайский край
Бийск,Сибирский,52f876f6-cb1d-4f23-a22f-b692609fc1e0,2200000400000,52.5393864,85.2138453,1405000000,1705000001,199.5,RU-ALT,Алтайский край
Горняк,Сибирский,094b3627-2699-4782-8492-4d82aac71958,2202700100000,50.9979622,81.4643358,1225501000,1625101001,12.3,RU-ALT,Алтайский край
Заринск,Сибирский,142e04ef-dec1-44fa-b553-fac215764374,2200001100000,53.7063476,84.9315081,1406000000,1706000001,45.9,RU-ALT,Алтайский край
Змеиногорск,Сибирский,e7001b8f-d104-4873-96d4-66339f5e530a,2201500100000,51.1581094,82.1872547,1214501000,1614101001,10.2,RU-ALT,Алтайский край
Камень-на-Оби,Сибирский,810ca9c7-f10e-4def-9c48-f0aa83168ca7,2201800100000,53.7913974,81.3545053,1216501000,1616101001,40.5,RU-ALT,Алтайский край
Новоалтайск,Сибирский,aa288d9f-4b2a-42a6-97f0-3502dddfa383,2200000800000,53.4119759,83.9311069,1413000000,1713000001,74.6,RU-ALT,Алтайский край
Рубцовск,Сибирский,65db5c88-c65c-43f0-9c21-13e15a032d4a,2200000900000,51.5012067,81.2078695,1416000000,1716000001,141.6,RU-ALT,Алтайский край
Славгород,Сибирский,94ae181d-b153-4dd1-8a2f-12852919875f,2200001000000,52.999463,78.6459232,1419000000,1719000001,29.1,RU-ALT,Алтайский край
Яровое,Сибирский,e07d57ed-22ce-4020-b59c-f7aae6f091bf,2200001200000,52.9252146,78.5729775,1430000000,1730000001,18.1,RU-ALT,Алтайский край
Белогорск,Дальневосточный,c528e99b-7e81-4290-9cda-8713884472a5,2800000300000,50.9213415,128.4739471,10410000000,10710000001,65.3,RU-AMU,Амурская область
Благовещенск,Дальневосточный,8f41253d-6e3b-48a9-842a-25ba894bd093,2800000100000,50.290659,127.527198,10401000000,10701000001,226.4,RU-AMU,Амурская область
Завитинск,Дальневосточный,7b39476f-0edb-4bc3-bb31-6cedfb2aa695,2800500100000,50.1064111,129.4391813,10221501000,10621101001,10.2,RU-AMU,Амурская область
Зея,Дальневосточный,581855f4-f0bc-44a5-a36e-a298279f9ec4,2800000400000,53.7340088,127.265787,10412000000,10712000001,23.0,RU-AMU,Амурская область
Райчихинск,Дальневосточный,981b5f3a-f0b6-444f-a6fb-c2bc10804b31,2800000200000,49.7941615,129.4112492,10420000000,10720000001,16.8,RU-AMU,Амурская область
Свободный,Дальневосточный,dd560dfa-3feb-48e2-aa3b-b71213e7441e,2800000500000,51.3614103,128.1219729,10430000000,10730000001,54.0,RU-AMU,Амурская область
Сковородино,Дальневосточный,260c545f-883c-440a-852c-c39a65fe4104,2801700100000,53.9871095,123.9437205,10249501000,10649101001,8.9,RU-AMU,Амурская область
Тында,Дальневосточный,007e010f-e110-4a55-90a7-c4acac623c9b,2800000600000,55.1546441,124.7468904,10432000000,10732000001,33.2,RU-AMU,Амурская область
Циолковский,Дальневосточный,f9ce3255-3f79-4457-919c-d180fa813b6a,2800001000000,51.762481,128.1219846,10545000000,10770000001,7.2,RU-AMU,Амурская область
Шимановск,Дальневосточный,809f0591-bb18-40a2-9fac-7d3d0a22c0bf,2800000700000,52.0051886,127.7005458,10440000000,10740000001,18.6,RU-AMU,Амурская область
Архангельск,Северо-Западный,06814fb6-0dc3-4bec-ba20-11f894a0faf5,2900000100000,64.5394289,40.5169606,11401000000,11701000001,347.0,RU-ARK,Архангельская область
Вельск,Северо-Западный,71051070-fce3-4a4d-a9d9-cd50f6dc6310,2900200100000,61.066,42.1032789,11205501000,11605101001,22.3,RU-ARK,Архангельская область
Каргополь,Северо-Западный,a670f317-f3c4-4dd6-9d27-fa68a8b28b6f,2900600100000,61.5009724,38.9636966,11218501000,11518000001,10.0,RU-ARK,Архангельская область
Коряжма,Северо-Западный,782acb50-ddfa-4483-bcbd-a5e667976036,2900000500000,61.2885948,47.1003015,11408000000,11708000001,35.7,RU-ARK,Архангельская область
Котлас,Северо-Западный,93adb246-540e-40a2-a0fd-e96ca6796589,2900800100000,61.2528972,46.633242,11410000000,11710000001,62.0,RU-ARK,Архангельская область
Мезень,Северо-Западный,8a49f67f-6c48-4160-bd1d-ebc188a69269,2901200100000,65.8398078,44.2532273,11242501000,11642101001,3.2,RU-ARK,Архангельская область
Мирный,Северо-Западный,977c7606-1b37-4424-84f7-b0c66c3e4b94,2900000200000,62.7645265,40.3360076,11525000000,11725000001,32.9,RU-ARK,Архангельская область
Нарьян-Мар,Северо-Западный,294277aa-e25d-428c-95ad-46719c4ddb44,2900000000000,67.63777777777779,53.00666666666667,11000000000,11000000,25.1,RU-ARK,Архангельская область
Новодвинск,Северо-Западный,3b0ef6c2-9bcd-44a5-afec-2723bd8190bc,2900000300000,64.4136851,40.8208143,11415000000,11715000001,37.7,RU-ARK,Архангельская область
Няндома,Северо-Западный,491b0861-0da5-4781-9c2c-521df0ea7af6,2901300100000,61.6654674,40.2062947,11244501000,11644101001,19.1,RU-ARK,Архангельская область
Онега,Северо-Западный,53e6ddd5-a1fb-4444-89a4-3952ef6f114b,2901400100000,63.9162928,38.0805031,11420000000,11646101001,18.5,RU-ARK,Архангельская область
Северодвинск,Северо-Западный,32747c72-c08b-4440-b340-91f48d72f9db,2900000400000,64.5625385,39.8180934,11430000000,11730000001,182.0,RU-ARK,Архангельская область
Сольвычегодск,Северо-Западный,a56a44ee-f79d-4e51-b219-c3c828c7e0c0,2900800300000,61.3319616,46.920441,11227504000,11627104001,1.9,RU-ARK,Архангельская область
Шенкурск,Северо-Западный,74a26d75-38a6-485a-9468-52dd7c6711fa,2901900100000,62.1057272,42.8996973,11258501000,11658101001,4.7,RU-ARK,Архангельская область
Астрахань,Южный,a101dd8b-3aee-4bda-9c61-9df106f145ff,3000000100000,46.3655652,48.0559236,12401000000,12701000001,529.8,RU-AST,Астраханская область
Ахтубинск,Южный,8d7acd62-cef4-4d5c-8057-644ee454ce6c,3000200100000,48.2752034,46.1906462,12205501000,12605101001,36.5,RU-AST,Астраханская область
Знаменск,Южный,54ecd5a8-83d9-4a85-ae2c-6fe6976ab716,3000000200000,48.5866291,45.7368019,12519000000,12719000001,26.7,RU-AST,Астраханская область
Камызяк,Южный,bc643e13-dcc5-4fa4-8cb1-94f71c5c18f4,3000600100000,46.110579,48.07333,12225501000,12625101001,15.7,RU-AST,Астраханская область
Нариманов,Южный,46ce55dd-e3e2-4c31-ab3c-273423c2f782,3000900100000,46.6916565,47.8502476,12240501000,12640101001,10.8,RU-AST,Астраханская область
Харабали,Южный,08373220-e187-4094-82de-b8e0864c5f38,3001100100000,47.408999,47.2525345,12245501000,12645101001,17.5,RU-AST,Астраханская область
Алексеевка,Центральный,94969f84-fff4-4ddf-9677-b912b4b2aa3e,3100200100000,50.6299647,38.6880342,14410000000,14710000001,37.8,RU-BEL,Белгородская область
Белгород,Центральный,02e9c019-ab4d-4fa0-928e-d6c0a41dc256,3100000100000,50.5976472,36.5856652,14401000000,14701000001,394.1,RU-BEL,Белгородская область
Бирюч,Центральный,eaaf5809-d1e2-4d93-8f05-85dd598cc403,3101200100000,50.6484585,38.4005083,14242501000,14642151001,7.5,RU-BEL,Белгородская область
Валуйки,Центральный,fe7eea4a-875a-4235-aa61-81c2a37a0440,3100400100000,50.2111207,38.0998772,14420000000,14720000001,34.2,RU-BEL,Белгородская область
Грайворон,Центральный,51c31ef5-10b3-4011-8e1c-7e7d452afd1b,3100700100000,50.4862958,35.6663877,14232501000,14725000001,6.5,RU-BEL,Белгородская область
Губкин,Центральный,98b1ec30-6107-4f99-ae3a-9d82492f30a1,3100000400000,51.2837123,37.5347759,14430000000,14730000001,86.2,RU-BEL,Белгородская область
Короча,Центральный,76fecead-fc02-459a-bce4-848698e645fe,3101000100000,50.8129041,37.1896436,14240501000,14640101001,5.8,RU-BEL,Белгородская область
Новый Оскол,Центральный,f565b329-4041-4fd2-aa0a-debd5f7c3857,3101400100000,50.7633747,37.8775484,14244501000,14735000001,18.5,RU-BEL,Белгородская область
Старый Оскол,Центральный,9f5e86b1-b893-43dc-9dd4-ac66573b17d1,3100000200000,51.2967101,37.8350182,14440000000,14740000001,223.9,RU-BEL,Белгородская область
Строитель,Центральный,19c9f6de-45cd-4c76-9839-abd571698ced,3102100100000,50.7845099,36.4887648,14258501000,14755000001,24.1,RU-BEL,Белгородская область
Шебекино,Центральный,dc80ddf0-b1ac-4344-98e8-fcfa5295a0a3,3100000300000,50.4004883,36.8877889,14450000000,14750000001,40.9,RU-BEL,Белгородская область
Брянск,Центральный,414b71cf-921e-4bfc-b6e0-f7395d16aaef,3200000100000,53.2419535,34.3652146,15401000000,15701000001,402.7,RU-BRY,Брянская область
Дятьково,Центральный,fd37b6f0-2406-41ca-86bc-57dd58fd71f4,3200600100000,53.5958178,34.3551812,15216501000,15616104001,26.2,RU-BRY,Брянская область
Жуковка,Центральный,bd51e883-748a-4c55-ac0a-eee31be1433e,3200800100000,53.5340397,33.7302579,15222501000,15502000001,16.4,RU-BRY,Брянская область
Злынка,Центральный,9491aba8-fbc1-4da8-8ede-8d49690c393a,3200900100000,52.4267015,31.7360399,15223501000,15623101001,5.3,RU-BRY,Брянская область
Карачев,Центральный,6f39b866-1fed-4add-aa00-e76992516660,3201000100000,53.1296524,34.9888727,15224501000,15624101001,17.2,RU-BRY,Брянская область
Клинцы,Центральный,59cb1f1f-16f9-47eb-9487-14a6c00e8621,3200000300000,52.7529119,32.233911,15415000000,15715000001,63.0,RU-BRY,Брянская область
Мглин,Центральный,a4162075-13cb-4f4a-9974-ef042c8be149,3201600100000,53.0599771,32.8468129,15236501000,15636101001,7.1,RU-BRY,Брянская область
Новозыбков,Центральный,cf4dd9d7-d152-4140-bed2-59d8be5a4e2c,3200000400000,52.537173,31.9357991,15420000000,15720000001,39.5,RU-BRY,Брянская область
Почеп,Центральный,434c6101-648e-4266-8aca-bbbc80856d7a,3202000100000,52.9154851,33.4744058,15244501000,15644101001,16.4,RU-BRY,Брянская область
Севск,Центральный,263c5f6f-335b-4cfa-a234-3c61488c3729,3202200100000,52.1483358,34.4918415,15248501000,15648101001,6.6,RU-BRY,Брянская область
Сельцо,Центральный,485f4c4d-aced-4b94-b975-88e72b7dcb72,3200000200000,53.3739884,34.1059172,15425000000,15725000001,16.4,RU-BRY,Брянская область
Стародуб,Центральный,78e19000-cb0d-4e86-8205-242ee9de9e75,3200000600000,52.5852257,32.760403,15250501000,15501000001,18.2,RU-BRY,Брянская область
Сураж,Центральный,565317d8-daf3-4df1-bf3d-6703b0d1500f,3202500100000,53.0170888,32.3938878,15254501000,15654101001,10.7,RU-BRY,Брянская область
Трубчевск,Центральный,7c080d22-1f3c-43b0-ba63-1e7de99724c9,3202600100000,52.5791734,33.7660547,15256501000,15656101001,13.6,RU-BRY,Брянская область
Унеча,Центральный,6a2d5db9-1871-4f1d-b226-bbc6b8400a44,3202700100000,52.8461199,32.6757629,15258501000,15658101001,22.8,RU-BRY,Брянская область
Фокино,Центральный,8d7c89e7-d9b9-4d7a-907c-a654b3a4d23d,3200000500000,53.4554145,34.4159238,15216504000,15710000001,12.8,RU-BRY,Брянская область
Александров,Центральный,59e55956-69a2-432f-b880-74cf8ec0b9fe,3300200100000,56.391819,38.7111123,17205501000,17605101001,57.9,RU-VLA,Владимирская область
Владимир,Центральный,f66a00e6-179e-4de9-8ecb-78b0277c9f10,3300000100000,56.1280804,40.4084376,17401000000,17701000001,356.9,RU-VLA,Владимирская область
Вязники,Центральный,0114e0c6-4060-4473-bc44-779e5a85e9dd,3300300100000,56.29773,42.2687398,17210501000,17610101001,34.5,RU-VLA,Владимирская область
Гороховец,Центральный,e3bc9262-6bcf-42f8-a0bd-a8a00def58bc,3300400100000,56.2021036,42.6926111,17215501000,17615101001,12.6,RU-VLA,Владимирская область
Гусь-Хрустальный,Центральный,aa4aa0d7-f97f-4974-9291-c0a530a1ccb6,3300000300000,55.6198751,40.6579929,17420000000,17720000001,52.8,RU-VLA,Владимирская область
Камешково,Центральный,13cf312e-735f-4faa-8a7d-9a2622d50438,3300600100000,56.3490152,40.9955183,17225501000,17625101001,12.0,RU-VLA,Владимирская область
Карабаново,Центральный,4f178a20-53a7-4032-b62b-7337315e0fc1,3300200200000,56.3131822,38.7034257,17205505000,17605105001,14.9,RU-VLA,Владимирская область
Киржач,Центральный,115db243-1238-412f-a2a1-6d53ef30ba9e,3300700100000,56.1486863,38.8635701,17230501000,17630101001,26.7,RU-VLA,Владимирская область
Ковров,Центральный,0b4978e2-e64c-4db1-b84d-93cf34bdb04b,3300000400000,56.3554349,41.3170576,17425000000,17725000001,135.7,RU-VLA,Владимирская область
Кольчугино,Центральный,8f9faad4-ff93-471d-b0c0-c8e5c0162dee,3300900100000,56.3327254,39.391336,17240501000,17640101001,42.0,RU-VLA,Владимирская область
Костерево,Центральный,50b6831d-52f4-4905-93d7-8e42812cd947,3301200200000,55.9337222,39.6247398,17246510000,17646110001,8.1,RU-VLA,Владимирская область
Курлово,Центральный,4f68f8c7-bf54-48a6-8165-0313d75a83c2,3300500200000,55.452698,40.6124108,17220515000,17620115001,5.8,RU-VLA,Владимирская область
Лакинск,Центральный,67eb946d-db25-4ad2-9852-6436ed35b39e,3301400200000,56.0180587,39.956551,17250503000,17650110001,14.1,RU-VLA,Владимирская область
Меленки,Центральный,710f2d29-5c22-4d4d-be27-04713381c676,3301000100000,55.3387515,41.6340046,17242501000,17642101001,13.5,RU-VLA,Владимирская область
Муром,Центральный,0d7d5d87-f0a6-428f-b655-d3be106c64a2,3300000500000,55.5630311,42.0231362,17435000000,17735000001,107.0,RU-VLA,Владимирская область
Петушки,Центральный,b7ba6bfc-4b0c-4b05-88bd-267d50b36850,3301200100000,55.9298134,39.4508075,17246501000,17646101001,12.5,RU-VLA,Владимирская область
Покров,Центральный,f1c2252b-c3da-43f4-86ea-5f05812e99d5,3301200300000,55.9166398,39.1734526,17246520000,17646120001,16.7,RU-VLA,Владимирская область
Радужный,Центральный,c0ac6992-e48e-4648-b176-f56e7bcda57b,3300000200000,55.9960277,40.3321855,17537000000,17737000001,18.3,RU-VLA,Владимирская область
Собинка,Центральный,d33946c4-bda9-43a5-b5c4-1157ae28149a,3301400100000,55.9939169,40.0179653,17250501000,17650101001,17.3,RU-VLA,Владимирская область
Струнино,Центральный,9f490940-079f-4bf9-9931-48952c1bea4f,3300200300000,56.3749967,38.5839667,17205508000,17605108001,12.9,RU-VLA,Владимирская область
Судогда,Центральный,469a6b26-cb42-4db7-8fe7-758b946956c4,3301500100000,55.9498056,40.8562939,17252501000,17652101001,10.1,RU-VLA,Владимирская область
Суздаль,Центральный,f347f78e-f991-4b0b-bfbd-600ac927b009,3301600100000,56.4274441,40.4525692,17254501000,17654101001,9.6,RU-VLA,Владимирская область
Юрьев-Польский,Центральный,4859c31b-fba4-460a-9543-befc791da8a9,3301700100000,56.4937757,39.6680539,17256501000,17656101001,18.1,RU-VLA,Владимирская область
Волгоград,Южный,a52b7389-0cfe-46fb-ae15-298652a64cf8,3400000100000,48.7070042,44.5170339,18401000000,18701000001,1009.0,RU-VGG,Волгоградская область
Волжский,Южный,bc5ed788-84c8-493e-9598-7a15a9f1e4c1,3400000200000,48.7978209,44.7462538,18410000000,18710000001,323.9,RU-VGG,Волгоградская область
Дубовка,Южный,66a2c07f-45b1-47d2-ab51-fa16288d07a6,3400600100000,49.0554742,44.8270085,18208501000,18608101001,13.7,RU-VGG,Волгоградская область
Жирновск,Южный,1f9bda6f-45a5-4bf5-b1d8-434d763ea834,3400800100000,50.9768814,44.7858202,18212501000,18612101001,15.5,RU-VGG,Волгоградская область
Калач-на-Дону,Южный,acc6220a-f624-4880-84d8-670319b0e25d,3401000100000,48.6889024,43.5306303,18216501000,18616101001,23.6,RU-VGG,Волгоградская область
Камышин,Южный,0f9fb687-8d03-41a2-968f-033a2ba44f2f,3400000300000,50.0651529,45.3844202,18415000000,18715000001,109.9,RU-VGG,Волгоградская область
Котельниково,Южный,ec52e094-acd0-49ab-bc84-9ce0aa80c7c0,3401400100000,47.6310259,43.1330872,18224501000,18624101001,20.4,RU-VGG,Волгоградская область
Котово,Южный,6a9dded3-afcf-46ba-9881-5048c3bec5a3,3401500100000,50.3205766,44.8030699,18226501000,18626101001,21.4,RU-VGG,Волгоградская область
Краснослободск,Южный,68e32d89-51bb-4030-b697-ceca53b9e740,3402800200000,48.7068721,44.5630857,18251507000,18651107001,17.1,RU-VGG,Волгоградская область
Ленинск,Южный,bee1ee84-fdcf-45b2-8c87-7b015efc4332,3401700100000,48.6936061,45.1992692,18230501000,18630101001,14.4,RU-VGG,Волгоградская область
Михайловка,Южный,f02dbf6d-57ad-49bc-8011-603bf7126bb5,3400000400000,50.0708719,43.2401512,18420000000,18720000001,57.4,RU-VGG,Волгоградская область
Николаевск,Южный,8680a7a3-5c93-4c0d-ae64-d828306b2310,3402000100000,50.0165306,45.4731658,18236501000,18636101001,13.4,RU-VGG,Волгоградская область
Новоаннинский,Южный,254f7c3a-fc21-4405-8779-eee0a7a5c63f,3402100100000,50.5296067,42.6666439,18238501000,18638101001,15.9,RU-VGG,Волгоградская область
Палласовка,Южный,e6891ad3-e99a-48fa-93e5-805da20e849c,3402400100000,50.0500944,46.8804277,18245501000,18645101,14.5,RU-VGG,Волгоградская область
Петров Вал,Южный,02324444-36d6-4af8-a9af-15b77576adea,3401100200000,50.1380557,45.20914,18218503000,18618103001,12.4,RU-VGG,Волгоградская область
Серафимович,Южный,fb921dd7-0b8e-42a6-a5bb-3d1387f090d0,3402700100000,49.5663183,42.7360402,18250501000,18650101001,8.6,RU-VGG,Волгоградская область
Суровикино,Южный,b5bab4ba-e94f-4178-b6f7-67e01c89bec2,3403000100000,48.618917,42.8541163,18253501000,18653101001,18.2,RU-VGG,Волгоградская область
Урюпинск,Южный,2e5879fc-35c2-4354-816b-f1fce74ece87,3400000500000,50.7903789,42.0288513,18425000000,18725000001,36.7,RU-VGG,Волгоградская область
Фролово,Южный,57e3991f-e685-4ba2-9cef-9988e6fa5862,3400000600000,49.7649148,43.6648641,18428000000,18728000001,36.2,RU-VGG,Волгоградская область
Бабаево,Северо-Западный,e61e9415-3cdc-4e44-9cdf-a98662bab04f,3500200100000,59.3892583,35.9377058,19205501000,19605101001,11.4,RU-VLG,Вологодская область
Белозерск,Северо-Западный,9444e5a5-b164-42b8-b4ff-e3b4c157fc54,3500400100000,60.0308381,37.7890586,19210501000,19610101001,8.6,RU-VLG,Вологодская область
Великий Устюг,Северо-Западный,9db452cb-452a-4373-9610-a265b3b55653,3500600100000,60.7603913,46.3054414,19410000000,19614101001,31.0,RU-VLG,Вологодская область
Вологда,Северо-Западный,023484a5-f98d-4849-82e1-b7e0444b54ef,3500000100000,59.2483905,39.8355662,19401000000,19701000001,310.3,RU-VLG,Вологодская область
Вытегра,Северо-Западный,f66fbc22-445e-42ab-8f53-3de507d877c9,3500900100000,61.0063465,36.4495137,19222501000,19622101001,10.2,RU-VLG,Вологодская область
Грязовец,Северо-Западный,aeee36bc-969a-4cc6-9fb3-5e237e776068,3501000100000,58.8757553,40.2485362,19224501000,19624101001,14.8,RU-VLG,Вологодская область
Кадников,Северо-Западный,eb52b8bf-131d-4250-9a09-c0d41a7d42ee,3501700200000,59.5037764,40.3441148,19238504000,19638104001,4.5,RU-VLG,Вологодская область
Кириллов,Северо-Западный,bfe722ba-8bfd-4dbd-acc5-73da667a0f95,3501200100000,59.8591523,38.3748782,19228501000,19628101001,7.5,RU-VLG,Вологодская область
Красавино,Северо-Западный,78a546b6-196d-407f-a082-e7e85ff4acad,3500600200000,60.9612823,46.4814116,19410501000,19614105001,5.9,RU-VLG,Вологодская область
Никольск,Северо-Западный,9b602724-8b73-4979-ae01-3ba8a22c93f2,3501500100000,59.5351837,45.4576137,19234501000,19634101001,7.9,RU-VLG,Вологодская область
Сокол,Северо-Западный,500b9e8f-79cc-4c35-b497-110f550d6615,3501700100000,59.4758605,40.1114187,19420000000,19638101001,36.4,RU-VLG,Вологодская область
Тотьма,Северо-Западный,3a0d6df8-c23f-4435-83bb-9f97dd2e3343,3502000100000,59.9734998,42.7589506,19246501000,19646101001,9.7,RU-VLG,Вологодская область
Устюжна,Северо-Западный,3c2ceeea-04a9-4171-b4dd-341620290258,3502200100000,58.8383117,36.4425478,19250501000,19650101001,8.4,RU-VLG,Вологодская область
Харовск,Северо-Западный,e5e0513c-fc84-4373-b3ee-05f8382f8110,3502300100000,59.9479423,40.2000298,19252501000,19652101001,8.8,RU-VLG,Вологодская область
Череповец,Северо-Западный,b4c30848-5181-44b4-88fa-456e1c4aeb0f,3500000200000,59.1269212,37.9090497,19430000000,19730000001,314.8,RU-VLG,Вологодская область
Бобров,Центральный,0a50bda2-e801-4e11-bcc0-8c6469d46a5d,3600300100000,51.0901649,40.0318256,20204501000,20604101001,20.0,RU-VOR,Воронежская область
Богучар,Центральный,33b88f52-819d-4ba5-aa70-3fe4ccfd33d6,3600400100000,49.9352454,40.5590801,20205501000,20605101001,11.0,RU-VOR,Воронежская область
Борисоглебск,Центральный,e5c49f70-5235-49ef-a16b-816114b36566,3600500100000,51.3655754,42.1008334,20410000000,20710000001,59.9,RU-VOR,Воронежская область
Бутурлиновка,Центральный,b3c350d7-8c81-4016-b198-f197536e8321,3600600100000,50.8311818,40.5976923,20208501000,20608101001,24.0,RU-VOR,Воронежская область
Воронеж,Центральный,5bf5ddff-6353-4a3d-80c4-6fb27f00c6c1,3600000100000,51.6593332,39.1969229,20401000000,20701000001,1058.3,RU-VOR,Воронежская область
Калач,Центральный,57a863b5-02a7-482a-8320-a3d165c4bfd0,3601100100000,50.4242134,41.0162014,20215501000,20615101001,18.2,RU-VOR,Воронежская область
Лиски,Центральный,e0a82358-88c2-44ab-b402-c450e1aa52a8,3601500100000,50.9945626,39.5184909,20221501000,20621101001,53.5,RU-VOR,Воронежская область
Нововоронеж,Центральный,c7cdacb9-6a1e-4402-8bc6-6ec36a42d05c,3600000300000,51.3091524,39.2162843,20427000000,20727000001,31.5,RU-VOR,Воронежская область
Новохоперск,Центральный,43fe280f-6fa3-4a06-8daf-94586e2bea44,3601800100000,51.0952211,41.6173404,20227501000,20627101001,5.9,RU-VOR,Воронежская область
Острогожск,Центральный,8434550d-dd9b-4bc7-8e5b-d43a991753e2,3602000100000,50.8677905,39.0407746,20231501000,20631101001,31.8,RU-VOR,Воронежская область
Павловск,Центральный,f4a89d85-b770-4d58-b205-31165a9958b8,3602100100000,50.453455,40.136874,20233501000,20633101001,24.5,RU-VOR,Воронежская область
Поворино,Центральный,9cb55edf-0fb2-46af-8f00-02b15c2f1644,3602400100000,51.1954419,42.2472726,20239501000,20639101001,16.7,RU-VOR,Воронежская область
Россошь,Центральный,1ed74fcf-2dd0-460a-99b9-029ca382517d,3602800100000,50.1701949,39.6226965,20247501000,20647101001,62.6,RU-VOR,Воронежская область
Семилуки,Центральный,15d507b5-f67e-4ee6-9f25-683562699fac,3602900100000,51.6951644,39.0190454,20249501000,20649101001,27.0,RU-VOR,Воронежская область
Эртиль,Центральный,fdbadb36-e4f6-4843-8f1f-80bd4fb4381e,3603300100000,51.830932,40.8074182,20258501000,20658101001,10.1,RU-VOR,Воронежская область
Биробиджан,Дальневосточный,5d133391-46ee-496b-83a6-efeeaa903643,7900000100000,48.7946446,132.9217207,99401000000,99701000001,71.8,RU-YEV,Еврейская автономная область
Облучье,Дальневосточный,b60c1e9f-9355-47ef-b5a3-82906d074bd4,7900300100000,49.0189345,131.0540102,99220501000,99620101001,8.4,RU-YEV,Еврейская автономная область
Балей,Дальневосточный,29a51a64-5ca3-4cc6-87ff-9cdfcc17642e,7500400100000,51.5823759,116.6379549,76206501000,76606101001,10.7,RU-ZAB,Забайкальский край
Борзя,Дальневосточный,d4b135b9-4504-4bae-8585-da058d350f58,7500500100000,50.3876058,116.5234779,76209501000,76609101001,29.2,RU-ZAB,Забайкальский край
Краснокаменск,Дальневосточный,3c9d5e9e-2922-4e9e-9e49-dbe6faf01fb2,7501100100000,50.0929703,118.0323936,76221501000,76621101001,51.4,RU-ZAB,Забайкальский край
Могоча,Дальневосточный,29eb6b99-27ad-493c-9fd1-a83fe8acdf24,7501400100000,53.7361398,119.7660867,76226501000,76626101001,13.0,RU-ZAB,Забайкальский край
Нерчинск,Дальневосточный,ba325548-ac92-4a21-904b-bb535e5fe249,7501500100000,51.9594977,116.5852383,76228501000,76628101,14.7,RU-ZAB,Забайкальский край
Петровск-Забайкальский,Дальневосточный,b26bb2c1-f79b-4c97-9d2d-e73790cfe622,7501900100000,51.2748592,108.846681,76236501000,76715000001,15.8,RU-ZAB,Забайкальский край
Сретенск,Дальневосточный,f9dd7993-4953-4980-bbcc-2666b94b2a06,7502100100000,52.2461454,117.7117842,76240501000,76640101001,6.4,RU-ZAB,Забайкальский край
Хилок,Дальневосточный,a4b18a69-c5df-4022-ba9b-a29f99acfa42,7502500100000,51.3634856,110.4590898,76247501000,76647101001,10.3,RU-ZAB,Забайкальский край
Чита,Дальневосточный,2d9abaa6-85a6-4f1f-a1bd-14b76ec17d9c,7500000100000,52.0340142,113.4994,76401000000,76701000001,351.8,RU-ZAB,Забайкальский край
Шилка,Дальневосточный,69efa85f-c9d7-44bb-bcda-95205cd1a647,7502800100000,51.8497035,116.0334461,76254501000,76654101001,12.5,RU-ZAB,Забайкальский край
Вичуга,Центральный,3d518b4e-86b2-48d5-bcf3-48f107165918,3700300100000,57.2044698,41.9132201,24403000000,24703000001,33.3,RU-IVA,Ивановская область
Гаврилов Посад,Центральный,3f81927e-bc4b-45c7-a962-b80c0e216115,3700400100000,56.5586946,40.1228906,24203501000,24603101001,5.6,RU-IVA,Ивановская область
Заволжск,Центральный,3bf1c329-e556-4d56-82d0-3b1b42b298da,3700500100000,57.4918141,42.1375625,24205501000,24605101001,9.6,RU-IVA,Ивановская область
Иваново,Центральный,40c6863e-2a5f-4033-a377-3416533948bd,3700000100000,56.9993792,40.9728272,24401000000,24701000001,404.6,RU-IVA,Ивановская область
Кинешма,Центральный,df284e77-a45c-411d-8901-94c91f4a92e5,3700000200000,57.4425463,42.168914,24405000000,24705000001,81.0,RU-IVA,Ивановская область
Комсомольск,Центральный,d812b7bf-68de-4e11-95d6-39f7c8ec111e,3700800100000,57.0273052,40.3776851,24213501000,24613101001,8.0,RU-IVA,Ивановская область
Кохма,Центральный,022e301b-514f-477f-9d1e-f60430c40429,3700100200000,56.9324606,41.0931657,24207504000,24706000001,30.2,RU-IVA,Ивановская область
Наволоки,Центральный,36d31ef0-a525-4be4-a6e9-28ced781dfae,3700700200000,57.4679066,41.9608002,24211504000,24611104001,9.1,RU-IVA,Ивановская область
Плес,Центральный,8bb29a7a-de9c-4c21-ad15-3af39f0a41fa,3701300200000,57.4606031,41.5122672,24220504000,24620104001,1.7,RU-IVA,Ивановская область
Приволжск,Центральный,43706edd-5cf4-4400-8e60-03ea3660c25f,3701300100000,57.3805743,41.2808565,24220506000,24620106001,15.3,RU-IVA,Ивановская область
Пучеж,Центральный,a85feb12-89e9-441d-956a-8510493cdc8d,3701400100000,56.9820688,43.1683321,24221501000,24621101001,6.3,RU-IVA,Ивановская область
